번호,관광지명,주소,지도 x좌표,지도 y좌표,전화번호,홈페이지주소(URL),등록일,지역,1차분류,2차분류,담당기관
1248,서암정사,서암정사(함양군 마천면 광점길),35.39053,127.705,055-960-5555,,2006-02-10,함양군,문화관광,사찰과건축물 ,함양군 문화관광과
1249,벽송사,함양군 마천면 광점길 27-177,35.39053,127.705,055-580-2341,,2006-02-10,함양군,문화관광,사찰과건축물 ,함안군 문화관광과
1250,영원사,함양군 마천면 마천삼정로 544-644,35.36536,127.6239,055-960-5555,,2006-02-10,함양군,문화관광,사찰과건축물 ,함양군 문화관광과
1251,영각사,함양군 서상면 덕유월성로 567,35.7467,127.6791,055-960-5555,,2006-02-10,함양군,문화관광,사찰과건축물 ,함양군 문화관광과
1252,삼덕리부락제당,삼덕리부락제당(통영시 산양읍 궁항길),34.81032,128.3813,055-650-4613,,2006-02-10,통영시,문화관광,사찰과건축물 ,통영시 관광과
1253,의암사적비,진주시 남강로 626,35.18848,128.076,055-749-5086,,2006-02-10,진주시,문화관광,기념물,진주시 문화관광과
1254,해평열녀사당,통영시 해평5길 129,34.83324,128.4163,055-650-4613,,2006-02-10,통영시,문화관광,사찰과건축물 ,통영시 관광과
1255,최영장군사당,통영시 사량면 진촌2길 118,34.84561,128.2226,055-650-4613,,2006-02-10,통영시,문화관광,사찰과건축물 ,통영시 관광과
1256,통영 충렬사,경상남도 통영시 여황로 251,34.84680055,128.4175944,055-645-3229,http://www.tycr.kr,2006-02-10,통영시,문화관광,사찰과건축물 ,통영시
1257,통제영지(12공방),통제영지(통영시 문화동·태평동 일원),34.84822,128.4211,055-650-4613,,2006-02-10,통영시,문화관광,사찰과건축물 ,통영시 관광과
1258,통영 세병관,경상남도 통영시 세병로 27,34.84715495,128.423489,055-650-4613,,2006-02-10,통영시,문화관광,사찰과건축물 ,통영시
1259,남해 충렬사,경상남도 남해군 설천면 노량로183번길 27,34.94194402,127.8761874,055-862-2840,,2006-02-10,남해군,문화관광,사찰과건축물 ,남해군
1260,장목진객사,거제시 장목면 장목5길 9,34.98497,128.679,055-639-3404,,2006-02-10,거제시,문화관광,사찰과건축물 ,거제시 공보문화담당관
1261,거제 기성관,거제시 거제면 읍내로2길,34.85025,128.5911,055-639-3198,,2006-02-10,거제시,미분류,미분류,거제시 관광과
1262,무진정,경상남도 함안군 함안면 괴산4길 25,35.25541,128.4228,055-580-2551,,2006-02-10,함안군,문화관광,사찰과건축물 ,함안군 문화관광과
1263,반구정,함안군 대산면 장암4길,35.37144,128.4554,055-580-2341,,2006-02-10,함안군,문화관광,사찰과건축물 ,함안군 문화관광과
1264,합강정,함안군 대산면 장암4길,35.37144,128.4554,055-580-2341,,2006-02-10,함안군,미분류,미분류,함안군 문화관광과
1265,장춘사,함안군 칠북면 북원로 110-1,35.32746,128.5586,055-580-2341,,2006-02-10,함안군,문화관광,사찰과건축물 ,함안군 문화관광과
1266,광심정,광심정(함안군 칠북면 봉촌2길 277),35.37656,128.5586,055-580-2341,,2006-02-10,함안군,문화관광,사찰과건축물 ,함안군 문화관광과
1267,악양루,함안군 대산면 대법로 331-1,35.33523,128.3985,055-580-2341,,2006-02-10,함안군,문화관광,사찰과건축물 ,함안군 문화관광과
1268,함안무기연당,함안군 칠원면 무기1길 33,35.29897,128.5387,055-580-2341,,2006-02-10,함안군,문화관광,사찰과건축물 ,함안군 문화관광과
1269,몽고정,경남 창원시 마산합포구 자산동 342-1,35.20313818,128.5686525,055-225-3701,http://culture.changwon.go.kr,2006-02-10,창원시,문화관광,사찰과건축물 ,창원시
1270,4.3삼진의거발원지성구사일원,창원시 마산합포구 진전면 일암1길 151,35.12086,128.3784,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1271,경행재,창원시 마산합포구 진전면 대실로,35.10219,128.4162,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1272,마산 성요셉 성당,창원시 마산합포구 완월남로 20,35.19796,128.5599,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1273,산청대포리삼층석탑,산청군 삼장면 대포리 583,35.30009,127.8104,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1274,내원사삼층석탑,산청군 삼장면 대하내원로 256,35.30019,127.8105,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1275,대원사다층석탑,산청군 삼장면 유평리 21,35.36185,127.7986,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1276,법계사삼층석탑,산청군 시천면 지리산대로320-292,35.32755,127.736,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1277,단속사지서삼층석탑,산청군 단성면 호암로701번길,35.3381,127.898,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1278,단속사지동삼층석탑,산청군 단성면 호암로701번길,35.3381,127.898,055-970-6421,,2006-02-10,산청군,문화관광,기념물,산청군 문화관광과
1279,하동 하동향교,경상남도 하동군 하동읍 향교2길 5,35.07048201,127.743486,055-884-3191,,2006-02-10,하동군,문화관광,기념물,하동군
1280,옥산서원,하동군 옥종면 옥산서원길,35.16092,127.8867,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1281,운암리 지석묘,하동군 양보면 상고개로,35.0527,127.857,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1282,모한재,하동군 옥종면 안계길 67-63,35.21435,127.8658,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1283,장유화상 사리탑,김해시 장유면 대청계곡길,35.18639,128.7713,055-330-4441,,2006-02-10,김해시,문화관광,기념물,김해시 문화관광사업소 관광과
1284,두방재,하동군 옥종면 두양길 158-129,35.23189,127.8858,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1285,고인돌군,하동군 악양면 성두길,35.15583,127.7179,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1286,신전리 이팝나무,양산시 상북면 양산대로,35.3953,129.0543,055-392-3233,,2006-02-10,양산시,문화관광,기념물,양산시 문화관광과
1287,경천묘,대한민국 경상남도 하동군 청암면 중이리,35.16902,127.7655,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1288,정기룡 장군 유허지,하동군 금남면 경충로 503-14,34.98372,127.8955,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1289,백련리 도요지,경상남도 하동군 진교면 사기아름길 80,35.03623,127.8876,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1290,금오산 봉수대,하동군 금남면 중평해안길,34.98311,127.8941,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1291,하동고소성,하동군 악양면 평사리길,35.15398,127.6855,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1292,선바위돌,하동군 악양면 입석길,35.1643,127.6933,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1293,육조정상탑전,대한민국 경상남도 하동군 화개면 운수리 208,35.23244,127.6504,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1294,쌍계사 팔영루,하동군 화개면 쌍계사길,35.23237,127.6467,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1295,쌍계사 팔상전,대한민국 경상남도 하동군 화개면 운수리 208,35.23237,127.6467,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1296,차나무시배지,하동군 화개면 쌍계사길,35.23237,127.6467,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1297,쌍계사 적묵당,하동군 화개면 쌍계사길,35.23262,127.6504,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1298,양산향교,양산시 교동 198-2,35.34525,129.0271,055-392-3233,,2006-02-10,양산시,문화관광,기념물,양산시 문화관광과
1299,쌍계사 설선당,하동군 화개면 쌍계사길,35.23262,127.6504,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1300,쌍계사 대웅전,하동군 화개면 쌍계사길,35.23262,127.6504,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1301,쌍계사 나한전,하동군 화개면 쌍계사길,35.23262,127.6504,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1302,칠불사 아자방지,대한민국 경상남도 하동군 화개면 범왕리 1605,35.28304,127.609,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1303,이명산 석불사지,하동군 북천면 곤북로 943-14,35.09144,127.8829,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1304,불일암지,하동군 화개면 쌍계사길,35.23241,127.6502,055-880-2380,,2006-02-10,하동군,문화관광,기념물,
1305,천성산 내원사일원,양산시 하북면 용연리 291,35.42442,129.1044,055-392-3233,,2006-02-10,양산시,문화관광,기념물,양산시 문화관광과
1306,진감선사대공탑비,하동군 화개면 쌍계사길59,35.23241,35.23241,055-880-2380,,2006-02-10,하동군,문화관광,기념물,하동군 문화관광과
1307,도천리소나무,함양군 병곡면 도천길 104-15,35.54139,127.6951,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1308,금대암전나무,함양군 마천면 천왕봉로,35.40421,127.6698,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1309,개평리소나무,함양군 지곡면 개평길 50-13,35.56531,127.7681,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1310,운곡리은행나무,함양군 서하면 옥환길,35.60939,127.6736,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1311,목현리구송,함양군 휴천면 함양남서로,35.48212,127.7421,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1312,방지산성,함양군 서상면 논개길,35.68072,127.6778,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1313,팔령산성,대한민국 경상남도 함양군 함양읍 죽림리,35.46955,127.6381,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1314,사근산성,대한민국 경상남도 함양군 수동면 원평리,35.53546,127.7952,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1315,황석산성,함양군 서하면 봉전길,35.62597,127.7421,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1316,대덕리마애여래입상,대한민국 경상남도 함양군 함양읍 대덕리 159-7,35.53496,127.7192,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1317,극락사지석조여래입상,함양군 서상면 서상옥산길,35.66545,127.6614,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1318,대대리마애여래입상,함양군 안의면 거함대로,35.65113,127.8205,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1319,승안사지석조여래좌상,대한민국 경상남도 함양군 수동면 우명리 263,35.57307,127.797,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1320,마천마애여래입상,대한민국 경상남도 함양군 마천면 덕전리 768-6,35.38503,127.6552,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1321,승안사지삼층석탑,대한민국 경상남도 함양군 수동면 우명리 263,35.57274,127.7971,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1322,화제리도요지,양산시 원동면 명언고개밑길,35.35153,128.9791,055-392-3233,,2006-02-10,양산시,문화관광,기념물,양산시 문화관광과
1323,석조여래좌상,함양군 함양읍 함양배움길,35.52448,127.7305,055-960-5555,,2006-02-10,함양군,문화관광,기념물,함양군 문화관광과
1324,연화사,대한민국 경상남도 통영시 욕지면 연화리 90-1,34.64677,128.3557,055-650-4613,,2006-02-10,통영시,문화관광,사찰과건축물 ,통영시 관광과
1325,안정사,통영시 광도면 안정1길 363,34.94375,128.3952,055-650-4613,,2006-02-10,통영시,문화관광,사찰과건축물 ,통영시 관광과
1326,미래사,대한민국 경상남도 통영시 산양읍 영운리 223,34.80445,128.4204,055-650-4613,,2006-02-10,통영시,문화관광,사찰과건축물 ,통영시 관광과
1327,용화사,통영시 봉수로 107-82,34.81847,128.4155,055-650-4613,,2006-02-10,통영시,문화관광,사찰과건축물 ,통영시 관광과
1328,용문사,남해군 이동면 용문사길 166-11,34.78783,127.9231,055-860-8603,,2006-02-10,남해군,문화관광,사찰과건축물 ,남해군 문화관광과
1329,운대암,남해군 창선면 창선로153번길 240,34.86724,127.9906,055-860-8603,,2006-02-10,남해군,문화관광,사찰과건축물 ,남해군 문화관광과
1330,망운암,대한민국 경상남도 남해군 남해읍 아산리 1413-2,34.85146,127.8581,055-860-8603,,2006-02-10,남해군,문화관광,사찰과건축물 ,남해군 문화관광과
1331,화방사,대한민국 경상남도 남해군 고현면 대곡리 1448,34.86465,127.8635,055-860-8603,,2006-02-10,남해군,문화관광,사찰과건축물 ,남해군 문화관광과
1332,보리암,경상남도 남해군 상주면 보리암로 665,34.75384865,127.9829946,055-862-6500,,2006-02-10,남해군,문화관광,사찰과건축물 ,남해군
1333,원효암,함안군 군북면 사촌4길 863,35.21496,128.3865,055-580-2341,,2006-02-10,함안군,문화관광,사찰과건축물 ,함안군 문화관광과
1334,우곡사,창원시 의창구 동읍 자여로 459,35.24936,128.7163,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1335,불곡사,창원시 성산구 대암로 55,35.21552,128.7018,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1336,성주사,창원시 성산구 곰절길 191,35.17614,128.7175,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1337,대법사,밀양시 무안면 무안서로 163-158,35.46595,128.6064,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1338,천진궁,밀양시 내일동 영남루 경내,35.49432,128.754,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1339,표충사,경상남도 밀양시 단장면 표충로 1338,35.53227,128.9604,055-352-1150,,2006-02-10,밀양시,문화관광,사찰과건축물 ,
1340,석골사,밀양시 산내면 원서3길 167,35.61585,128.9275,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1341,만어사,밀양시 삼랑진읍 만어로 776,35.45483,128.8462,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1342,무봉사,밀양시 영남루1길 16-11,35.49175,128.7564,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1343,창녕 관룡사,경상남도 창녕군 창녕읍 화왕산관룡사길 171,35.53195,128.5535,055-530-1471,,2006-02-10,창녕군,문화관광,사찰과건축물 ,창녕군
1344,불양암,의령군 정곡면 의합대로 888-167,35.3684,128.322,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1345,백련암,의령군 가례면 자굴산로 1150-142,35.37702,128.2157,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1346,운암사,의령군 부림면 고루로 945-107,35.42836,128.3686,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1347,용국사,의령군 의령읍 수암로 267,35.30837,128.2283,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1348,일붕사,의령군 궁류면 청정로 1202-15,35.43582,128.2388,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1349,수도사,의령군 용덕면 덕암로6길,35.34048,128.2683,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1350,유학사,의령군 부림면 여배로5길 2,35.50489,128.3179,055-570-2400,,2006-02-10,의령군,문화관광,사찰과건축물 ,의령군 의병문화관광과
1351,안적암대웅전,양산시 하북면 평산로 138-2011,35.44332,129.1365,055-392-3233,,2006-02-10,양산시,문화관광,기념물,양산시 문화관광과
1352,백룡사,사천시 백천길 234-34,34.9949,128.0841,055-831-2727,,2006-02-10,사천시,문화관광,사찰과건축물 ,사천시 문화관광과
1353,백천사,사천시 백천길 326-2,34.99566,128.0926,055-831-2727,http://www.bekchunsa.org/,2006-02-10,사천시,문화관광,사찰과건축물 ,사천시 문화관광과
1354,통도사 천왕문,양산시 하북면 통도사로 108,35.48821,129.0643,055-392-3233,,2006-02-10,양산시,문화관광,기념물,양산시 문화관광과
1355,사천 다솔사,경상남도 사천시 곤명면 다솔사길 417,35.08318076,127.9200593,055-831-2716,,2006-02-10,사천시,문화관광,사찰과건축물 ,사천시
1356,금봉암,거창군 고제면 용초길 310-428,35.87811,127.8545,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1357,통도사 장경각,양산시 하북면 지산리,35.48695,129.0618,055-392-3233,,2006-02-10,양산시,문화관광,기념물,양산시 문화관광과
1358,연수사,거창군 남상면 연수사길 115-103,35.5976,127.9198,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1359,고견사,거창군 가조면 의상봉길 1049,35.74561,128.0393,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1360,통도사 용화전,양산시 하북면 통도사로 108,35.48663,129.0617,055-392-3233,,2006-02-10,양산시,문화관광,기념물,양산시 문화관광과
1361,송계사,거창군 북상면 송계사길 321,35.83472,127.797,055-940-3410,,2006-02-10,거창군,문화관광,사찰과건축물 ,거창군 문화관광과
1362,계승사,고성군 영현면 대법3길 236,35.05295,128.2242,055-670-2201,,2006-02-10,고성군,문화관광,사찰과건축물 ,고성군 문화체육관광과
1363,장의사,대한민국 경상남도 고성군 거류면 신용리 1077-1,34.98362,128.3911,055-670-2201,,2006-02-10,고성군,문화관광,사찰과건축물 ,고성군 문화체육관광과
1364,문수암,대한민국 경상남도 고성군 상리면 무선리 산 134,34.97934,128.2116,055-670-2201,,2006-02-10,고성군,문화관광,사찰과건축물 ,고성군 문화체육관광과
1365,운흥사,고성군 하이면 와룡2길 248-28,34.95862,128.1535,055-670-2201,,2006-02-10,고성군,문화관광,사찰과건축물 ,고성군 문화체육관광과
1366,옥천사,고성군 개천면 연화산1로 471-9,35.08039,128.2624,055-670-2201,,2006-02-10,고성군,문화관광,사찰과건축물 ,고성군 문화체육관광과
1367,성흥사,창원시 진해구 대장로 273,35.14791,128.7794,055-552-5111,http://culture.changwon.go.kr,2006-02-10,창원시,문화관광,사찰과건축물 ,창원시
1368,장유사,김해시 장유면 대청계곡길 170-563,35.19642,128.756,055-330-4441,,2006-02-10,김해시,문화관광,사찰과건축물 ,김해시 문화관광사업소 관광과
1369,은하사,김해시 신어산길 167,35.26575,128.9131,055-330-4441,,2006-02-10,김해시,문화관광,사찰과건축물 ,김해시 문화관광사업소 관광과
1370,홍룡사,양산시 상북면 홍룡로 372,35.3972,129.0862,055-392-3233,,2006-02-10,양산시,문화관광,사찰과건축물 ,양산시 문화관광과
1371,원효암,대한민국 경상남도 양산시 상북면 대석리 1,35.3972,129.0863,055-392-3233,,2006-02-10,양산시,문화관광,사찰과건축물 ,양산시 문화관광과
1372,광풍루,함양군 안의면 광풍로,35.62661,127.8104,055-960-5555,,2006-02-07,함양군,문화관광,사찰과건축물 ,함양군 문화관광과
1373,학사루,함양군 함양읍 학사루길 4,35.51988,127.7258,055-960-5555,,2006-02-07,함양군,문화관광,사찰과건축물 ,함양군 문화관광과
1374,거제포로수용소 유적공원,거제시 계룡로 61,34.87652,128.6244,055-639-3198,,2006-02-07,거제시,미분류,미분류,거제시 관광과
1375,거제 옥포대첩기념공원,경상남도 거제시 팔랑포2길 87,34.90219572,128.7140589,055-639-8102,http://www.gmdc.co.kr/_sub04/sub04_10a.html,2006-02-07,거제시,문화관광,공원과유원지,거제해양관광개발공사
1376,관술정,창원시 의창구 내리동 38-2,35.2262,128.6297,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1377,국립 3.15묘지,창원시 마산회원구 3.15성역로 75,35.25269,128.5875,055-225-3691,http://315.mpva.go.kr/,2006-02-07,창원시,미분류,미분류,창원시 관광진흥과
1378,최윤덕장군 유허지 및 묘지,창원시 의창구 북면 천주로,35.34353,128.6083,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
1379,불종거리,창원시 마산합포구 중성동,35.20835,128.5747,055-225-3691,,2006-02-07,창원시,미분류,미분류,창원시 관광진흥과
1380,산호공원,창원시 마산합포구 용마산길 12,35.21303,128.5848,055-225-3691,,2006-02-07,창원시,미분류,미분류,창원시 관광진흥과
1381,팔용공원,창원시 마산회원구 봉암동,35.22259,128.6036,055-225-3691,,2006-02-07,창원시,미분류,미분류,창원시 관광진흥과
1382,양덕삼각지공원,창원시 마산회원구 양덕동,35.22877,128.5842,055-225-3691,,2006-02-07,창원시,미분류,미분류,창원시 관광진흥과
1383,마산역광장공원,창원시 마산회원구 마산역광장로 18,35.23712,128.5782,055-225-3691,,2006-02-07,창원시,미분류,미분류,창원시 관광진흥과
1384,돝섬해상유원지,경상남도 창원시 마산합포구 제2부두로 56,35.17921,128.581,055-225-3401,http://culture.changwon.go.kr/index.changwon?contentId=130&bbsId=BBSMSTR_000000000031&nttId=265&menuNo=11030100&upperMen,2006-02-07,창원시,문화관광,공원과유원지,창원시 관광과
1385,빈지소유원지,밀양시 상동면 금산3길,35.55068,128.758,055-359-5644,,2006-02-07,밀양시,문화관광,공원과유원지,밀양시 문화관광과
1386,용두연유원지,밀양시 가곡동 일원,35.47876,128.7645,055-359-5644,,2006-02-07,밀양시,문화관광,공원과유원지,밀양시 문화관광과
1387,삼랑진 안태공원,밀양시 삼랑진읍 행곡로,35.42357,128.8807,055-359-5644,,2006-02-07,밀양시,문화관광,공원과유원지,밀양시 문화관광과
1388,산천 관광농원,밀양시 산외면 밀양대로 3400-127,35.54387,128.8597,055-359-5644,,2006-02-07,밀양시,문화관광,공원과유원지,밀양시 문화관광과
1389,긴늪유원지(기회송림),밀양시 산외면 남기동길,35.51188,128.7949,055-359-5644,,2006-02-07,밀양시,문화관광,공원과유원지,밀양시 문화관광과
1390,가지산 도립공원,경상남도 밀양시 산내면 얼음골1길 13-4,35.58178,128.9674,055-356-1915,,2006-02-07,밀양시,자연관광,자연공원,밀양/양산시 문화관광과
1391,창녕 만옥정 공원,경남 창녕군 창녕읍 교상리 28-34,35.54068183,128.5020587,055-530-1661,https://www.cng.go.kr/tour/sites/00001304.web,2006-02-07,창녕군,문화관광,공원과유원지,창녕군
1392,창녕 남산호국공원,경남 창녕군 영산면 동리 274,35.45345967,128.5300083,055-530-1661,,2006-02-07,창녕군,문화관광,공원과유원지,창녕군
1393,신반공원,의령군 부림면 신번로,35.46886,128.3269,055-570-2400,,2006-02-07,의령군,문화관광,공원과유원지,의령군 건설도시과
1394,남산체육공원,의령군 의령읍 충익로 1-25,35.31453,128.2588,055-570-2400,,2006-02-07,의령군,문화관광,공원과유원지,의령군 산림녹지과
1395,영남루,경상남도 밀양시 중앙로 324 (내일동),35.49154522,128.755608,055-359-5590,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1396,봉무산공원,의령군 의령읍 충익로,35.32054,128.2653,055-570-2400,,2006-02-07,의령군,문화관광,공원과유원지,의령군 산림녹지과
1397,망산공원,사천시 망산동1길 34,34.93323,128.0738,055-831-2716,,2006-02-07,사천시,문화관광,공원과유원지,사천시 문화체육과
1398,진널전망대,사천시 향촌동,34.92038,128.0887,055-831-2716,,2006-02-07,사천시,문화관광,공원과유원지,사천시 문화체육과
1399,모충공원,사천시 송포동 산 165-5,34.96882,128.048,055-831-2716,,2006-02-07,사천시,문화관광,공원과유원지,사천시 문화체육과
1400,수양공원,사천시 사천읍 동문4길,35.0834,128.094,055-831-2716,,2006-02-07,사천시,문화관광,공원과유원지,사천시 문화체육과
1401,사천 노산공원,경남 사천시 서금동 101-1,34.9243891,128.0739208,055-831-2716,,2006-02-07,사천시,문화관광,공원과유원지,사천시 문화체육과
1402,거창 금원산 자연휴양림,경상남도 거창군 위천면 금원산길 378,35.73179267,127.8008572,055-254-3973,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030077,2006-02-07,거창군,자연관광,산과계곡,금원산자연휴양림관리사무소
1403,거창사건추모공원,거창군 신원면 신차로 2924,35.55553,127.9261,055-940-3410,,2006-02-07,거창군,문화관광,공원과유원지,거창군 문화관광과
1404,거열산성군립공원,경남 거창군 거창읍 상림리 산 36,35.68631195,127.8735188,055-940-3480,,2006-02-07,거창군,자연관광,자연공원,거창군 산림과
1405,고성 당항포,경상남도 고성군 회화면 당항만로 1116,35.05523,128.3974,055-670-4501,,2006-02-07,고성군,문화관광,공원과유원지,고성군
1406,충효테마파크,고성군 대가면 대가로,35.03489,128.2699,055-670-2201,,2006-02-07,고성군,문화관광,공원과유원지,고성군 문화체육관광과
1407,상족암 군립공원,경상남도 고성군 하이면 자란만로 618,34.90507,128.1512,055-670-4451,,2006-02-07,고성군,자연관광,자연공원,상족암 군립공원
1408,고성 연화산 도립공원,경남 고성군 개천면 좌연리 산 284,35.08103,128.2625,055-670-2201,,2006-02-07,고성군,자연관광,자연공원,연화산도립공원
1409,남산공원,고성군 고성읍 율대3길,34.97318,128.3363,055-670-2201,,2006-02-07,고성군,문화관광,공원과유원지,고성군 문화체육관광과
1410,진해해양공원,창원시 진해구 명동로 62,35.09218,128.7194,055-712-0425,http://www.cwsisul.or.kr,2006-02-07,창원시,문화관광,공원과유원지,창원시시설관리공단
1411,장복산 조각공원,경상남도 창원시 진해구 장복산길 56-42,35.17205,128.6589,055-225-3701,http://culture.changwon.go.kr,2006-02-07,창원시,문화관광,공원과유원지,창원시
1412,풍호공원,창원시 진해구 풍호동,35.13758,128.7073,055-225-3691,,2006-02-07,창원시,미분류,미분류,창원시 관광진흥과
1413,에너지환경과학공원,경남 창원시 진해구 덕산동 584,35.14263,128.6906,055-712-0446,http://culture.changwon.go.kr,2006-02-07,창원시,문화관광,공원과유원지,창원시
1414,제황산공원,경상남도 창원시 진해구 중원동로 54,35.14887,128.6642,055-712-0442,,2006-02-07,창원시,문화관광,공원과유원지,창원시
1415,화정공원,김해시 삼계동 화정마을,35.26142,128.8661,055-330-4441,,2006-02-07,김해시,문화관광,공원과유원지,김해시 문화관광사업소 관광과
1416,관동고분공원,김해시 장유면 관동로27번길,35.17624,128.8005,055-330-4441,,2006-02-07,김해시,문화관광,공원과유원지,김해시 문화관광사업소 관광과
1417,연지공원,김해시 금관대로1368번길 7,35.2450686,128.8676693,055-350-6311,,2006-02-07,김해시,문화관광,공원과유원지,김해시
1418,춘추공원,양산시 충렬로 27,35.34698,129.0278,055-392-3233,,2006-02-07,양산시,문화관광,공원과유원지,양산시 문화관광과
1419,원동계곡유원지,양산시 원동면,35.36503,128.9186,055-392-3233,,2006-02-07,양산시,자연관광,자연공원,양산시 문화관광과
1420,아랑각,밀양시 내일동 39,35.49145,128.7557,055-359-5644,,2006-02-10,밀양시,문화관광,사찰과건축물 ,밀양시 문화관광과
1421,하동포구공원,경남 하동군 하동읍 목도리 833,35.04126833,127.7712184,055-880-2494,,2006-02-07,하동군,문화관광,공원과유원지,하동군
1422,하동 평사리공원,경남 하동군 악양면 평사리 97-2,35.13689636,127.6906226,055-880-2494,,2006-02-07,하동군,문화관광,공원과유원지,하동군
1423,하동 고소성군립공원,경남 하동군 악양면 평사리 산 33,35.15424363,127.6812448,055-880-2473,,2006-02-07,하동군,자연관광,자연공원,하동군
