"번호","개방서비스명","개방서비스ID","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",""
"3943","숙박업","03_11_03_P","5670000","5670184-201-1987-00021","19871223","","01","영업/정상","01","영업","","","","","256-3883","164","630815","경상남도 창원시 마산회원구 합성동 99-4","경상남도 창원시 마산회원구 합성서10길 1 (합성동)","51210","버킹궁모텔","20210511101142","I","2021-07-02","여관업","128.581070747914","35.2381421787288","여관업","0","0","0","0","0","0","3","13","0","N","0","","","","","0","","","0","0","N","4812758000"
"3944","숙박업","03_11_03_P","5670000","5670156-201-1974-00008","19740723","","01","영업/정상","01","영업","","","","","055 242 7700","69","631858","경상남도 창원시 마산합포구 상남동 230-34","경상남도 창원시 마산합포구 교방천북길 279 (상남동)","51725","모텔트리","20220614111906","U","2022-06-16","여관업","128.57701869767","35.2095336225622","여관업","0","0","0","0","0","0","1","15","0","N","0","","","","","0","0","0","0","0","N","4812564000"
"3945","숙박업","03_11_03_P","5670000","5670123-201-1994-00009","19941102","","01","영업/정상","01","영업","","","","","055 2530449","800","641849","경상남도 창원시 의창구 팔용동 161-10","경상남도 창원시 의창구 사화로 14 (팔용동)","51376","성은모텔","20201012134811","I","2021-07-02","여관업","128.609254391519","35.2568644033141","여관업","0","0","0","0","0","0","8","17","0","N","0","","","","","0","","","0","0","N","4812152000"
"3946","숙박업","03_11_03_P","5670000","5670140-201-2002-00017","20020419","","01","영업/정상","01","영업","","","","","055 275 5858","656","642831","경상남도 창원시 성산구 상남동 73-4","경상남도 창원시 성산구 상남로 71, 701~704호 (상남동, 창원코아)","51504","라파엘호텔","20210906191404","U","2021-09-08","여관업","","","여관업","7","2","0","7","0","0","0","28","0","N","0","","","","","0","0","0","0","0","N",""
"3947","숙박업","03_11_03_P","5670000","5670140-201-2003-00087","20031129","","01","영업/정상","01","영업","","","","","055 2790244","1053","642944","경상남도 창원시 성산구 중앙동 98-6 덕산그린피아4층(3,4호)","경상남도 창원시 성산구 용지로 64 (중앙동, 덕산그린피아4층(3,4호))","51522","리츠호스텔","20190717152302","I","2021-07-02","여관업","128.676024567582","35.2216808706951","여관업","9","5","0","4","0","0","0","30","0","N","0","","","","","0","","","0","0","N","4812352000"
"3948","숙박업","03_11_03_P","5670000","5670156-201-2001-00009","20010612","","01","영업/정상","01","영업","","","","","055 2228611","274","631842","경상남도 창원시 마산합포구 구산면 내포리 716","경상남도 창원시 마산합포구 구산면 해양관광로 1307-86","51782","씨엔에이","20220422152854","U","2022-04-24","여관업","128.574112493342","35.0933244158921","여관업","0","0","0","0","0","0","0","18","0","N","0","","","","","0","0","0","0","0","N","4812531000"
"3949","숙박업","03_11_03_P","5670000","5670184-201-1980-00015","19800613","","01","영업/정상","01","영업","","","","","055 292 1387","165","630818","경상남도 창원시 마산회원구 합성동 161-2","경상남도 창원시 마산회원구 합성남2길 6 (합성동)","51356","세종모텔","20201104162441","I","2021-07-02","여관업","128.584776283464","35.2405031483723","여관업","0","0","0","0","0","0","4","15","0","N","0","","","","","0","","","0","0","N","4812759000"
"3950","숙박업","03_11_03_P","5670000","5670184-201-1987-00023","19871223","","01","영업/정상","01","영업","","","","","","496","630817","경상남도 창원시 마산회원구 합성동 266-25","경상남도 창원시 마산회원구 합성남7길 13 (합성동)","51357","럭키빌","20201223094505","I","2021-07-02","여관업","128.584828026967","35.2383580802264","여관업","0","0","0","0","0","0","5","11","0","N","0","","","","","0","","","0","0","N","4812759000"
"3951","숙박업","03_11_03_P","5670000","5670140-201-2003-01042","20030529","","01","영업/정상","01","영업","","","","","055 266 6880","864","","경상남도 창원시 성산구 용호동 73-22 세명프리존빌딩6-10층","경상남도 창원시 성산구 용지로153번길 4-21 (용호동,세명프리존빌딩6-10층)","","맥스","20191223171521","I","2021-07-02","여관업","128.681159258463","35.2297920018636","여관업","10","2","6","10","0","0","3","29","0","N","0","","","","","0","","","0","0","N","4812351500"
"3952","숙박업","03_11_03_P","5670000","5670140-201-1995-01014","19950712","","01","영업/정상","01","영업","","","","","055 261 4242","1118","","경상남도 창원시 성산구 용호동 73-23 엑센트빌딩 5층~10층","경상남도 창원시 성산구 용지로169번길 11-15, 엑센트빌딩 5층~10층 (용호동)","51436","(주)인","20210906190838","U","2021-09-08","여관업","128.680966456574","35.2298485729964","여관업","10","2","5","10","0","0","13","24","0","N","0","","","","","0","0","0","0","0","N","4812351500"
"3953","숙박업","03_11_03_P","5670000","5670184-214-2018-00001","20180420","","01","영업/정상","01","영업","","","","","","183","630811","경상남도 창원시 마산회원구 양덕동 61-60 한일장여관(지상2~3층)","경상남도 창원시 마산회원구 양덕로 139-2, 한일장여관 지상2~3층 (양덕동)","51366","한일장여관","20211115094531","U","2021-11-17","숙박업(생활)","128.583711871996","35.2307031153067","숙박업(생활)","0","0","2","3","0","0","5","0","0","N","0","","","","자가","0","0","0","0","0","N","4812757000"
"3954","숙박업","03_11_03_P","5670000","5670184-201-2001-00003","20010316","","01","영업/정상","01","영업","","","","","055 298 1838","193","630817","경상남도 창원시 마산회원구 합성동 124-48","경상남도 창원시 마산회원구 합성남6길 31 (합성동)","51361","꿈의궁전모텔","20210521092145","I","2021-07-02","숙박업 기타","128.583124796847","35.2366724505639","숙박업 기타","0","0","0","0","0","0","1","7","0","N","0","","","","","0","","","0","0","N","4812759000"
"3955","숙박업","03_11_03_P","5670000","5670123-201-2003-00055","20030715","","01","영업/정상","01","영업","","","","","055 2515133","1029","641873","경상남도 창원시 의창구 북면 신촌리 405-2 1,2,3층","경상남도 창원시 의창구 북면 천주로1165번길 18 (1,2,3층)","51101","자바(Java)","20200511110253","I","2021-07-02","여관업","128.60797868046","35.3554473272803","여관업","3","1","1","3","0","0","0","19","0","N","0","","","","","0","","","0","0","N","4812131000"
"3956","숙박업","03_11_03_P","5670000","5670123-201-1995-00003","19950119","","01","영업/정상","01","영업","","","","","055 2917513","256","641864","경상남도 창원시 의창구 동읍 용잠리 401-10 2.3.4층","경상남도 창원시 의창구 동읍 의창대로 875 (2.3.4층)","51132","그린모텔","20201012135021","I","2021-07-02","여관업","128.686232587527","35.2786089545382","여관업","0","0","0","0","0","0","10","5","0","N","0","","","","","0","","","0","0","N","4812125000"
"3957","숙박업","03_11_03_P","5670000","5670140-214-2016-00001","20160217","","01","영업/정상","01","영업","","","","","","399","642844","경상남도 창원시 성산구 중앙동 86-3 2층,3층, 4층","경상남도 창원시 성산구 용지로121번길 3-1, 2,3,4층 (중앙동)","51514","이하우스","20180219171410","I","2021-07-02","숙박업(생활)","","","숙박업(생활)","0","0","0","0","0","0","14","0","0","N","0","","","","","0","0","0","0","0","N",""
"3958","숙박업","03_11_03_P","5670000","5670140-201-1991-00002","19910713","","01","영업/정상","01","영업","","","","","055 266 3600","869","642845","경상남도 창원시 성산구 중앙동 94-4","경상남도 창원시 성산구 용지로 102, 5층 (중앙동, 개나리상가)","51515","AT비지니스호텔","20220302114057","U","2022-03-04","여관업","128.678347346605","35.2244802241098","여관업","5","0","0","5","0","0","0","26","0","N","0","","","","자가","0","0","0","0","0","N","4812352000"
"3959","숙박업","03_11_03_P","5670000","5670140-201-2003-00094","20031220","","01","영업/정상","01","영업","","","","","055 2649171","944","642845","경상남도 창원시 성산구 중앙동 97-3 상지솔리움4층","경상남도 창원시 성산구 중앙대로 75 (중앙동,상지솔리움4층)","51522","호텔썸","20210723143617","U","2021-07-25","일반호텔","128.677507579486","35.2219822402227","일반호텔","18","4","0","4","0","0","2","38","0","N","0","","","","","0","","","0","0","N","4812352000"
"3960","숙박업","03_11_03_P","5670000","5670140-201-2002-00032","20020930","","01","영업/정상","01","영업","","","","","055 2867006","852","642832","경상남도 창원시 성산구 상남동 21-10 4,5,6층","경상남도 창원시 성산구 마디미로43번길 7, 4,5,6층 (상남동)","51496","드다니엘(de Daniel)","20210906200025","U","2021-09-08","여관업","","","여관업","7","0","4","6","0","0","3","26","0","N","0","","","","","0","0","0","0","0","N",""
"3961","숙박업","03_11_03_P","5670000","5670184-201-2003-00014","20030707","","01","영업/정상","01","영업","","","","","055 299 2330","767","630815","경상남도 창원시 마산회원구 합성동 99-35","경상남도 창원시 마산회원구 합성서1길 17 (합성동)","51210","4U호텔 (포유호텔)","20200825094202","I","2021-07-02","일반호텔","128.581009084237","35.2380552945013","일반호텔","6","0","2","6","0","0","1","22","0","N","0","","","","자가","0","","","0","0","N","4812758000"
"3962","숙박업","03_11_03_P","5670000","5670156-201-2009-00002","20091026","","01","영업/정상","01","영업","","","","","","2154","631860","경상남도 창원시 마산합포구 오동동 319-4 (지상1층~5층)","경상남도 창원시 마산합포구 수산1길 231 (오동동,(지상1층~5층))","51713","브라운도트호텔오동점","20220429172617","U","2022-05-03","여관업","128.582227606437","35.2044331451611","여관업","5","0","1","5","0","0","1","42","0","N","0","","","","자가","0","2","1","0","0","N","4812563000"
"3963","숙박업","03_11_03_P","5670000","5670123-201-1997-00002","19970521","","01","영업/정상","01","영업","","","","","055 2557792","676","641849","경상남도 창원시 의창구 팔용동 155-5 1층~5층","경상남도 창원시 의창구 의창대로54번길 5, 1층~5층 (팔용동)","51376","호텔코지","20191210105508","I","2021-07-02","여관업","128.6073678808","35.2559191330665","여관업","0","0","0","0","0","0","1","19","0","N","0","","","","","0","","","0","0","N","4812152000"
"3964","숙박업","03_11_03_P","5670000","5670156-201-1980-00022","19800808","","01","영업/정상","01","영업","","","","","055247 5456","184","631855","경상남도 창원시 마산합포구 산호동 207-4","경상남도 창원시 마산합포구 산호동2길 27 (산호동)","51336","유성모텔","20211228092007","U","2021-12-30","여관업","128.587805252848","35.2174583064714","여관업","0","0","0","0","0","0","0","19","0","N","0","","","","","0","0","0","0","0","N","4812565000"
"3965","숙박업","03_11_03_P","5670000","5670123-201-2013-00005","20131024","","01","영업/정상","01","영업","","","","","","240","641821","경상남도 창원시 의창구 봉곡동 36-9 8층","경상남도 창원시 의창구 원이대로 271, 8층 (봉곡동)","51176","세븐2모텔","20210629131400","I","2021-07-02","여관업","128.650048198407","35.2431297578278","여관업","0","0","8","0","0","0","0","10","0","N","0","","","","","0","","","0","0","N","4812154000"
"3966","숙박업","03_11_03_P","5670000","5670123-201-2013-00006","20131024","","01","영업/정상","01","영업","","","","","","240","641821","경상남도 창원시 의창구 봉곡동 36-9 11층","경상남도 창원시 의창구 원이대로 271, 11층 (봉곡동)","51176","세븐3모텔","20210629131533","I","2021-07-02","여관업","128.650048198407","35.2431297578278","여관업","0","0","11","0","0","0","0","10","0","N","0","","","","","0","","","0","0","N","4812154000"
"3967","숙박업","03_11_03_P","5670000","5670206-201-2015-00002","20150617","","01","영업/정상","01","영업","","","","","055 5462722","291","645230","경상남도 창원시 진해구 충무동 25-17 2,3층","경상남도 창원시 진해구 충장로130번길 5, 2.3층 (충무동)","51680","삼익장여관","20210111132535","I","2021-07-02","여관업","","","여관업","3","1","2","3","0","0","6","7","0","N","0","","","","","0","0","0","0","0","N",""
"3968","숙박업","03_11_03_P","5670000","5670123-201-2015-00001","20150629","","01","영업/정상","01","영업","","","","","055 296 9001","947","641873","경상남도 창원시 의창구 북면 신촌리 1421 2,3,4층","경상남도 창원시 의창구 북면 천주로1184번길 11 (2,3,4층)","51101","더자라모텔","20201012134322","I","2021-07-02","여관업","128.612542087367","35.3544958463755","여관업","4","1","2","4","0","0","0","17","0","N","0","","","","자가","0","4","0","0","0","N","4812131000"
"3969","숙박업","03_11_03_P","5670000","5670140-201-1987-01020","19871228","","01","영업/정상","01","영업","","","","","055 262 2777","855","","경상남도 창원시 성산구 용호동 73-56 4.5층","경상남도 창원시 성산구 원이대로589번길 18, 4층5층 (용호동)","51436","제타모텔","20211229142755","U","2021-12-31","여관업","128.67990017616","35.2291934136033","여관업","5","0","4","5","0","0","22","6","0","N","0","","","","","0","0","0","0","0","N","4812351500"
"3970","숙박업","03_11_03_P","5670000","5670140-214-2015-00002","20150701","","01","영업/정상","01","영업","","","","","","464","642844","경상남도 창원시 성산구 중앙동 76-10 2,3,4,5층","경상남도 창원시 성산구 용지로123번길 8, 2,3,4,5층 (중앙동)","51514","한솔센터빌","20180619111054","I","2021-07-02","숙박업(생활)","","","숙박업(생활)","0","0","2","5","0","0","16","0","0","N","0","","","","","0","0","0","0","0","N",""
"3971","숙박업","03_11_03_P","5670000","5670156-201-2002-00018","20020925","","01","영업/정상","01","영업","","","","","055 2217082","0","631872","경상남도 창원시 마산합포구 해운동 43-17","경상남도 창원시 마산합포구 월영동8길 9 (해운동)","51746","제이제이모텔(JJ 모텔)","20201006133444","I","2021-07-02","여관업","128.563417060958","35.1803770124234","여관업","6","0","1","6","0","0","2","27","0","N","0","","","","자가","0","","","0","0","N","4812553000"
"3972","숙박업","03_11_03_P","5670000","5670206-201-2015-00003","20150703","","01","영업/정상","01","영업","","","","","055 544 0060","1255","645370","경상남도 창원시 진해구 남문동 1234-3 1층~6층","경상남도 창원시 진해구 웅천중로 6-12, 1층~6층 (남문동)","51617","솜모텔(SOM모텔)","20200208143557","I","2021-07-02","일반호텔","128.750409566532","35.1063555625907","일반호텔","7","0","1","6","0","0","0","33","0","N","0","","","","","0","0","0","0","0","N","4812963000"
"3973","숙박업","03_11_03_P","5670000","5670156-201-2001-00017","20010924","","01","영업/정상","01","영업","","","","","055 2477948","661","631855","경상남도 창원시 마산합포구 산호동 316-12","경상남도 창원시 마산합포구 합포동7길 6 (산호동)","51337","무비모텔","20210721102714","U","2021-07-23","여관업","128.586201414705","35.2124284553623","여관업","0","0","0","0","0","0","15","17","0","N","0","","","","","0","0","0","0","0","N","4812564000"
"3974","숙박업","03_11_03_P","5670000","5670123-201-2002-00023","20020611","","01","영업/정상","01","영업","","","","","055 277 2477","672","641815","경상남도 창원시 의창구 명서동 200-5 3.4.5층","경상남도 창원시 의창구 우곡로217번길 33 (명서동,3.4.5층)","51388","호텔그레이","20201012134953","I","2021-07-02","여관업","128.650053590831","35.2417965074427","여관업","0","0","0","0","0","0","0","26","0","N","0","","","","","0","","","0","0","N","4812153000"
"3975","숙박업","03_11_03_P","5670000","5670123-201-2003-00056","20030715","","01","영업/정상","01","영업","","","","","055 2988280","1262","641873","경상남도 창원시 의창구 북면 신촌리 402-5 1,2층","경상남도 창원시 의창구 북면 천주로1165번길 53 (1,2층)","51101","썸모텔","20220117172329","U","2022-01-19","여관업","128.607256154153","35.3575896587032","여관업","2","1","1","2","0","0","0","19","0","N","0","","","","","0","","","0","0","N","4812131000"
"3976","숙박업","03_11_03_P","5670000","5670156-214-2013-00001","20130705","","01","영업/정상","01","영업","","","","","055 283 0567","565","631855","경상남도 창원시 마산합포구 산호동 311-2 지상1층(134.4) 2증,3층","경상남도 창원시 마산합포구 산호동5길 26 (산호동)","51337","아람빌","20210809091945","U","2021-08-11","숙박업(생활)","128.588296628192","35.2150705281403","숙박업(생활)","0","0","0","0","0","0","12","0","0","N","0","","","","자가","0","0","0","0","0","N","4812565000"
"3977","숙박업","03_11_03_P","5670000","5670123-201-1999-00005","19991225","","01","영업/정상","01","영업","","","","","","480","641821","경상남도 창원시 의창구 봉곡동 36-9 9층, 10층","경상남도 창원시 의창구 원이대로 271, 9~10층 (봉곡동)","51176","세븐1모텔","20210629131143","I","2021-07-02","여관업","","","여관업","13","2","0","3","0","0","5","32","0","N","0","","","","","0","","","0","0","N",""
"3978","숙박업","03_11_03_P","5670000","5670140-214-2021-00001","20210225","","01","영업/정상","01","영업","","","","","","397","642844","경상남도 창원시 성산구 중앙동 73-14 하나빌","경상남도 창원시 성산구 용지로113번길 26-1, 하나빌 2층~4층 (중앙동)","51513","하나빌여관","20210312114035","I","2021-07-02","숙박업(생활)","128.677338031559","35.2277618585379","숙박업(생활)","0","0","2","4","","","0","15","0","N","0","","","","","0","0","0","0","0","N","4812352000"
"3979","숙박업","03_11_03_P","5670000","5670184-214-2019-00001","20190604","","01","영업/정상","01","영업","","","","","","363","630817","경상남도 창원시 마산회원구 합성동 266-30 (지상3.4층)","경상남도 창원시 마산회원구 합성남7길 27, 지상3,4층 (합성동)","51357","거북숙박","20211115094423","U","2021-11-17","숙박업(생활)","128.585159233642","35.2388554576068","숙박업(생활)","0","0","3","4","0","0","10","0","0","N","0","","","","자가","0","0","0","0","0","N","4812759000"
"3980","숙박업","03_11_03_P","5670000","5670184-201-1980-00035","19801216","","01","영업/정상","01","영업","","","","","055 295 6603","1211","630813","경상남도 창원시 마산회원구 양덕동 153-25","경상남도 창원시 마산회원구 합포로 278 (양덕동)","","브라운도트모텔(야구장점)","20201230092255","I","2021-07-02","여관업","128.587529500039","35.2219694449766","여관업","0","0","0","0","0","0","25","0","0","N","0","","","","","0","","","0","0","N","4812757000"
"3981","숙박업","03_11_03_P","5670000","5670140-201-2010-00001","20100223","","01","영업/정상","01","영업","","","","","0552665398","887","642832","경상남도 창원시 성산구 상남동 23-2 동광빌딩 7. 8층","경상남도 창원시 성산구 마디미로44번길 9 (상남동,동광빌딩 7. 8층)","51496","더뷰비즈니스호텔(the view business hotel)","20211210110808","U","2021-12-12","여관업","128.682154678464","35.2210551823829","여관업","9","0","7","8","0","0","0","25","0","N","0","","","","","0","0","0","0","0","N","4812353000"
"3982","숙박업","03_11_03_P","5670000","5670156-201-2003-00004","20030210","","01","영업/정상","01","영업","","","","","055 243 0788","964","631442","경상남도 창원시 마산합포구 신포동2가 81-1","경상남도 창원시 마산합포구 동서동1길 2 (신포동2가)","51720","퍼스트클래스호텔","20210819163427","U","2021-08-21","여관업","128.572205784812","35.2020582736098","여관업","0","0","0","0","0","0","4","21","0","N","0","","","","","0","0","0","0","0","N","4812563000"
"3983","숙박업","03_11_03_P","5670000","5670206-201-1996-00009","19961002","","01","영업/정상","01","영업","","","","","055 5516980","657","645490","경상남도 창원시 진해구 두동 1220","경상남도 창원시 진해구 청안로 7 (두동)","51600","외인촌모텔","20210709164212","U","2021-07-11","여관업","128.791797921716","35.114388446697","여관업","4","0","4","4","0","0","0","25","0","N","0","","","","자가","0","","","0","0","N","4812964000"
"3984","숙박업","03_11_03_P","5670000","5670140-214-1994-00002","19940412","","01","영업/정상","01","영업","","","","","055 2620410","566","642844","경상남도 창원시 성산구 중앙동 79-4","경상남도 창원시 성산구 용지로117번길 11-1 (중앙동)","51514","동원장여관","20190715161633","I","2021-07-02","숙박업(생활)","128.678026337364","35.2269558190276","숙박업(생활)","0","0","0","0","0","0","17","7","0","N","0","","","","","0","","","0","0","N","4812352000"
"3985","숙박업","03_11_03_P","5670000","5670156-201-2003-00013","20030709","","01","영업/정상","01","영업","","","","","055 245 7855","1868","631441","경상남도 창원시 마산합포구 신포동1가 66-8","경상남도 창원시 마산합포구 수산1길 21 (신포동1가)","51714","넘버25(No.25)마산신포점","20220429115447","U","2022-05-03","여관업","128.573179854323","35.1985078070601","여관업","7","0","1","7","0","0","0","35","0","N","0","","","","자가","0","","","0","0","N","4812563000"
"3986","숙박업","03_11_03_P","5670000","5670206-201-1997-00002","19970211","","01","영업/정상","01","영업","","","","","055 5437529","563","645808","경상남도 창원시 진해구 이동 538-136","경상남도 창원시 진해구 충장로364번길 5-5 (이동)","51687","투하트호텔","20200208145106","I","2021-07-02","여관업","128.69208091391","35.1532140959411","여관업","5","0","5","0","0","0","0","24","0","N","0","","","","","0","","","0","0","N","4812957000"
"3987","숙박업","03_11_03_P","5670000","5670123-201-2002-00038","20021120","","01","영업/정상","01","영업","","","","","055 255 8282","1650","641873","경상남도 창원시 의창구 북면 신촌리 402-4","경상남도 창원시 의창구 북면 천주로1165번길 51","51101","아테네","20220103103527","U","2022-01-05","여관업","128.606834775364","35.3574376410705","여관업","0","0","0","0","0","0","0","24","0","N","0","","","","","0","","","0","0","N","4812131000"
"3988","숙박업","03_11_03_P","5670000","5670184-201-1989-00012","19890407","","01","영업/정상","01","영업","","","","","055 299 3504","786","630808","경상남도 창원시 마산회원구 석전동 229-15","경상남도 창원시 마산회원구 마산역광장로 22 (석전동)","51303","비(B)모텔","20200710090109","I","2021-07-02","여관업","128.57748901839","35.234726927663","여관업","0","0","0","0","0","0","5","21","0","N","0","","","","","0","","","0","0","N","4812754500"
"3989","숙박업","03_11_03_P","5670000","5670156-201-2000-00010","20001005","","01","영업/정상","01","영업","","","","","272-0607  -8","1379","631834","경상남도 창원시 마산합포구 진전면 창포리 7-3","경상남도 창원시 마산합포구 진전면 회진로 1398-135","51797","바다뷰모텔","20210714151510","U","2021-07-16","여관업","128.468699874963","35.084154618388","여관업","0","0","0","0","0","0","2","16","0","N","0","","","","","0","0","0","0","0","N","4812534000"
"3990","숙박업","03_11_03_P","5670000","5670140-214-2009-00002","20091103","","01","영업/정상","01","영업","","","","","","533","642844","경상남도 창원시 성산구 중앙동 81-6 창원레지던스(주) 2~5층","경상남도 창원시 성산구 용지로111번길 11, 창원레지던스(주) 2~5층 (중앙동)","51514","창원레지던스(주)","20210721145730","U","2021-07-23","숙박업(생활)","128.677592251779","35.2262874547278","숙박업(생활)","0","0","0","0","0","0","23","0","0","N","0","","","","","0","0","0","0","0","N","4812352000"
"3991","숙박업","03_11_03_P","5670000","5670184-214-1980-00001","19800213","","01","영업/정상","01","영업","","","","","","295","630818","경상남도 창원시 마산회원구 합성동 161-5","경상남도 창원시 마산회원구 3·15대로 774-2 (합성동)","51356","동백장","20210818152900","U","2021-08-20","숙박업(생활)","128.584704706501","35.2404095466111","숙박업(생활)","0","0","2","3","0","0","0","7","0","N","0","","","","자가","0","0","0","0","0","N","4812759000"
"3992","숙박업","03_11_03_P","5670000","5670206-201-2000-00003","20001226","","01","영업/정상","01","영업","","","","","055 542 0887","2463","645240","경상남도 창원시 진해구 제황산동 25-58","경상남도 창원시 진해구 진희로23번길 4 (제황산동)","51684","아몬드호텔","20200208143949","I","2021-07-02","관광호텔","128.672015086814","35.1438990450829","관광호텔","10","1","1","10","1","1","0","44","0","N","0","","","","자가","0","","","0","0","N","4812953000"
"3993","숙박업","03_11_03_P","5670000","5670206-201-2003-00009","20031125","","01","영업/정상","01","영업","","","","","055 552 8931","1736","645510","경상남도 창원시 진해구 용원동 1213-12","경상남도 창원시 진해구 용원서로31번길 6 (용원동)","51605","호텔런더너신항용원점","20200319154454","I","2021-07-02","일반호텔","128.81260542674","35.100747711796","일반호텔","0","0","0","0","0","0","4","32","0","N","0","","","","","0","","","0","0","N","4812965000"
"3994","숙박업","03_11_03_P","5670000","5670123-201-2003-00065","20030821","","01","영업/정상","01","영업","","","","","2997190","1324","641873","경상남도 창원시 의창구 북면 신촌리 1461-1 1.2.3층","경상남도 창원시 의창구 북면 천주로1170번길 17-20 (1.2.3층)","51101","임페리얼","20201012135101","I","2021-07-02","여관업","128.612172800753","35.3542081505141","여관업","1","3","0","3","0","0","3","20","0","N","0","","","","","0","","","0","0","N","4812131000"
"3995","숙박업","03_11_03_P","5670000","5670206-201-1982-00005","19820719","","01","영업/정상","01","영업","","","","","055 5464447","106","645230","경상남도 창원시 진해구 충무동 24-31","경상남도 창원시 진해구 제황로 76 (충무동)","51685","망향모텔","20200208143036","I","2021-07-02","여관업","128.666965016202","35.1509246176613","여관업","3","0","0","0","0","0","0","13","0","N","0","","","","","0","","","0","0","N","4812953000"
"3996","숙박업","03_11_03_P","5670000","5670156-214-2019-00001","20190724","","01","영업/정상","01","영업","","","","","","572","631871","경상남도 창원시 마산합포구 해운동 5-72 2~4층","경상남도 창원시 마산합포구 월영동1길 11, 2~4층 (해운동)","51751","(주)건형","20210726092811","U","2021-07-28","숙박업(생활)","","","숙박업(생활)","0","0","2","4","0","0","24","0","0","N","0","","","","","0","0","0","0","0","N",""
"3997","숙박업","03_11_03_P","5670000","5670184-201-2000-00011","20001009","","01","영업/정상","01","영업","","","","","055 231 7828","975","630852","경상남도 창원시 마산회원구 내서읍 삼계리 31-8","경상남도 창원시 마산회원구 내서읍 경남대로 911","51237","잉카모텔","20191117142258","I","2021-07-02","여관업","128.504770546798","35.2314376280709","여관업","0","0","0","0","0","0","0","32","0","N","0","","","","","0","","","0","0","N","4812725000"
"3998","숙박업","03_11_03_P","5670000","5670156-201-2002-00029","20021122","","01","영업/정상","01","영업","","","","","055 2481960","1322","631441","경상남도 창원시 마산합포구 신포동1가 66-5","경상남도 창원시 마산합포구 수산1길 3 (신포동1가)","51714","아모르호텔","20211123113823","U","2021-11-25","일반호텔","128.572702804044","35.1983089732114","일반호텔","0","0","0","0","0","0","3","31","0","N","0","","","","","0","0","0","0","0","N","4812563000"
"3999","숙박업","03_11_03_P","5670000","5670140-201-2001-01001","20010108","","01","영업/정상","01","영업","","","","","055 2675161","1250","","경상남도 창원시 성산구 용호동 73-2 서진라이크빌 9층","경상남도 창원시 성산구 용지로169번길 13 (용호동,서진라이크빌 9층)","51436","용지호스텔","20210906190932","U","2021-09-08","관광호텔","128.680920916114","35.2304361690794","관광호텔","11","0","0","9","0","0","0","29","0","N","0","","","","","0","0","0","0","0","N","4812351500"
"4000","숙박업","03_11_03_P","5670000","5670123-201-2011-00003","20111102","","01","영업/정상","01","영업","","","","","055 2989895","3195","641870","경상남도 창원시 의창구 북면 1461-2","경상남도 창원시 의창구 북면 천주로1184번길 20","51101","호텔(HOTEL)마그마","20211101143330","U","2021-11-03","숙박업 기타","128.612411274842","35.3538421407107","숙박업 기타","4","0","1","4","0","0","0","40","0","N","0","","","","자가","0","","","0","0","N","4812131000"
"4001","숙박업","03_11_03_P","5670000","5670140-214-1990-00002","19900430","","01","영업/정상","01","영업","","","","","055 2828228","407","642844","경상남도 창원시 성산구 중앙동 71-9 2,3,4층","경상남도 창원시 성산구 외동반림로130번길 51, 2,3,4층 (중앙동)","51513","신신빌","20180219171533","I","2021-07-02","숙박업(생활)","","","숙박업(생활)","0","0","0","0","0","0","20","5","0","N","0","","","","","0","","","0","0","N",""
"4002","숙박업","03_11_03_P","5670000","5670206-201-2016-00003","20161216","","01","영업/정상","01","영업","","","","","055 545 1500","2339","645510","경상남도 창원시 진해구 용원동 1353-4 호텔 빈","경상남도 창원시 진해구 신항4로 54-26 (용원동, 호텔 빈)","51611","호텔 빈","20200208145522","I","2021-07-02","일반호텔","128.821414370629","35.087726222516","일반호텔","0","0","1","4","0","0","0","47","0","N","0","","","","","0","0","0","0","0","N","4812965000"
"4003","숙박업","03_11_03_P","5670000","5670184-201-1983-00010","19830802","","01","영업/정상","01","영업","","","","","055 294 3346","326","630815","경상남도 창원시 마산회원구 합성동 732-10","경상남도 창원시 마산회원구 양덕옛3길 40 (합성동)","51363","지뜨","20210908143146","U","2021-09-10","여관업","128.581843002704","35.2354903936381","여관업","0","0","0","0","0","0","0","15","0","N","0","","","","","0","","","0","0","N","4812759000"
"4004","숙박업","03_11_03_P","5670000","5670206-201-2018-00001","20180828","","01","영업/정상","01","영업","","","","","055 551 5100","1217","645510","경상남도 창원시 진해구 용원동 1343-6 5,6,7층","경상남도 창원시 진해구 신항4로 41-16, 5,6,7층 (용원동)","51611","더케이호텔(THEK-HOTEL)","20200204142747","I","2021-07-02","일반호텔","","","일반호텔","0","0","0","0","0","0","0","34","0","N","0","","","","","0","0","0","0","0","N",""
